City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Camacha,PT,33.0833,-16.3333,67.42,73,40,12.66,scattered clouds
Lompoc,US,34.6391,-120.4579,75.02,90,100,8.05,mist
San Luis De La Paz,MX,21.3,-100.5167,59.61,89,66,10.02,broken clouds
Dolores,AR,-36.3132,-57.6792,53.55,95,100,6.13,overcast clouds
Khandyga,RU,62.6667,135.6,23.11,60,38,2.59,scattered clouds
Kapoeta,SS,4.7717,33.5903,70.83,91,77,2.75,broken clouds
San Carlos,VE,9.6612,-68.5827,72.39,97,100,4.03,overcast clouds
Svetlaya,RU,46.5389,138.3297,47.7,30,17,12.06,few clouds
Muroto,JP,33.2833,134.15,68.74,69,100,19.84,light rain
Elizabeth City,US,36.2946,-76.2511,62.01,90,100,4.61,overcast clouds
Nouakchott,MR,18.0858,-15.9785,93.13,63,96,5.93,overcast clouds
Orsha,BY,54.5153,30.4053,45.64,96,63,7.25,broken clouds
Kabompo,ZM,-13.5927,24.2008,61.38,27,14,5.66,few clouds
Hamilton,US,39.1834,-84.5333,62.1,66,0,5.75,clear sky
Yerbogachen,RU,61.2767,108.0108,32.14,65,53,5.55,broken clouds
Kungsbacka,SE,57.4872,12.0761,55.18,83,60,25.01,broken clouds
Iskateley,RU,67.6803,53.1512,43.38,95,100,9.35,overcast clouds
Palimbang,PH,6.2106,124.1894,87.12,64,85,3.02,overcast clouds
Padang,ID,-0.9492,100.3543,78.85,82,97,6.29,overcast clouds
Tura,IN,25.5198,90.2201,75.97,92,76,3.27,broken clouds
Nabire,ID,-3.3667,135.4833,84.02,73,44,3.06,scattered clouds
Cobadin,RO,44.0833,28.2167,46.06,63,100,4.74,overcast clouds
Avera,US,33.194,-82.5271,60.31,38,63,1.88,broken clouds
Roald,NO,62.5833,6.1333,52.75,66,40,24.16,drizzle
Vestmanna,FO,62.1564,-7.1664,47.32,76,75,23.02,drizzle
Darhan,MN,49.4867,105.9228,37.74,38,75,4.16,broken clouds
Diapaga,BF,12.0708,1.7889,76.75,82,82,5.03,broken clouds
Whitecourt,CA,54.1502,-115.6855,43.84,93,75,6.91,broken clouds
Sept-Iles,CA,50.2001,-66.3821,50.52,93,75,2.3,broken clouds
Maceio,BR,-9.6658,-35.7353,74.64,94,20,2.3,few clouds
Copiapo,CL,-27.3667,-70.3333,51.49,67,0,0.74,clear sky
Kisangani,CD,0.5167,25.2,69.75,99,100,1.95,overcast clouds
Maromitsa,RU,59.8683,48.0123,43.59,98,100,3.76,overcast clouds
Havre-Saint-Pierre,CA,50.2334,-63.5986,50.36,87,100,3.44,overcast clouds
Kargopol,RU,61.5071,38.9456,41.9,94,83,2.98,broken clouds
Stephenville,US,32.2207,-98.2023,75.99,36,0,5.75,clear sky
Ndende,GA,-2.4008,11.3581,73.17,96,100,1.12,light rain
Itarema,BR,-2.9248,-39.9167,78.28,83,11,15.3,few clouds
Raton,US,36.9034,-104.4391,50.61,86,100,6.91,overcast clouds
Soyo,AO,-6.1349,12.3689,74.95,86,87,7.09,overcast clouds
Karratha,AU,-20.7377,116.8463,85.5,25,0,11.25,clear sky
Pandaria,IN,22.2333,81.4167,74.61,93,84,7.45,broken clouds
Touros,BR,-5.1989,-35.4608,76.78,85,10,10.71,clear sky
Corinto,GR,37.9407,22.9573,62.89,60,0,5.53,clear sky
Nampula,MZ,-15.1165,39.2666,65.07,69,0,3.2,clear sky
Kabin Buri,TH,13.9511,101.7177,76.12,94,100,10.07,light rain
Narsaq,GL,60.9167,-46.05,37.62,91,21,5.5,few clouds
Pundaguitan,PH,6.3711,126.1689,82.6,76,76,8.28,broken clouds
Winslow,US,35.0242,-110.6974,73.58,31,100,4.61,overcast clouds
West Odessa,US,31.8424,-102.4988,73.42,62,75,14.97,broken clouds
Bandiagara,ML,14.3501,-3.6104,83.66,54,36,7.76,scattered clouds
Dhidhdhoo,MV,6.8833,73.1,81.63,76,100,17.34,overcast clouds
Salekhard,RU,66.53,66.6019,37.06,92,100,8.48,light rain
Marysville,US,48.0518,-122.1771,62.71,80,17,1.99,few clouds
Ostersund,SE,63.1792,14.6357,45.05,100,40,11.5,scattered clouds
Dalbandin,PK,28.8947,64.4101,69.51,13,0,6.69,clear sky
Quang Ngai,VN,15.1167,108.8,83.1,76,89,4.23,overcast clouds
Half Moon Bay,US,37.4636,-122.4286,79.23,82,100,17.27,mist
Kanker,IN,20.2719,81.4931,75.36,87,96,5.14,overcast clouds
Aktau,KZ,43.65,51.2,55.98,32,24,12.71,few clouds
Marsa Matruh,EG,31.3525,27.2453,71.8,60,20,11.5,few clouds
Whitehorse,CA,60.7161,-135.0538,55.02,54,75,16.11,broken clouds
Atar,MR,20.5169,-13.0499,90.05,17,6,12.86,clear sky
Pachino,IT,36.7186,15.0907,69.62,60,96,1.95,overcast clouds
Houma,US,29.5958,-90.7195,71.01,79,0,3.44,clear sky
Vardo,NO,70.3705,31.1107,44.58,76,100,16.11,overcast clouds
Erenhot,CN,43.6475,111.9767,44.83,16,0,10.51,clear sky
Acapulco,MX,16.8634,-99.8901,79.56,81,81,5.53,broken clouds
Namatanai,PG,-3.6667,152.4333,84.72,69,87,9.37,light rain
Castle Rock,US,39.3722,-104.8561,57.69,61,74,3.0,broken clouds
Naze,JP,28.3667,129.4833,77.92,69,77,8.66,broken clouds
Vallenar,CL,-28.5708,-70.7581,56.75,62,0,2.24,clear sky
Hambantota,LK,6.1241,81.1185,79.14,94,20,6.91,few clouds
Galeana,MX,24.8333,-100.0667,56.75,87,100,2.89,overcast clouds
Weligama,LK,5.9667,80.4167,78.66,84,100,13.89,overcast clouds
Mount Gambier,AU,-37.8333,140.7667,60.71,94,100,17.27,overcast clouds
Komsomolskiy,UZ,40.4272,71.7189,50.72,40,0,9.22,clear sky
Cocobeach,GA,1.0002,9.5823,77.13,88,100,9.1,light rain
Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,46.99,49,75,17.9,broken clouds
Saint George,US,37.1041,-113.5841,86.59,22,0,1.99,clear sky
Manokwari,ID,-0.8667,134.0833,84.11,66,70,6.31,broken clouds
Bubaque,GW,11.2833,-15.8333,81.59,80,27,7.07,scattered clouds
Siparia,TT,10.1333,-61.5,74.82,94,100,5.99,overcast clouds
Poyarkovo,RU,49.6,128.6833,44.85,30,8,10.63,clear sky
Berlevag,NO,70.8578,29.0864,42.8,81,100,11.5,overcast clouds
Jiuquan,CN,39.7432,98.5174,48.7,28,0,2.26,clear sky
Cerrito,CO,6.8432,-72.694,52.18,94,85,0.58,overcast clouds
Wenling,CN,28.3669,121.36,71.83,72,86,11.48,overcast clouds
Evensk,RU,61.95,159.2333,30.15,74,81,11.18,broken clouds
Graaff-Reinet,ZA,-32.2522,24.5308,51.93,94,24,3.24,few clouds
Cabedelo,BR,-6.9811,-34.8339,75.87,86,13,9.53,few clouds
Itaituba,BR,-4.2761,-55.9836,81.61,52,51,2.59,broken clouds
Charters Towers,AU,-20.1,146.2667,85.39,41,2,9.98,clear sky
Balabac,PH,7.9868,117.0645,85.41,69,95,7.43,overcast clouds
Nicoya,CR,10.1483,-85.452,75.56,92,100,2.71,overcast clouds
Podyuga,RU,61.095,40.8647,45.03,98,95,2.62,overcast clouds
Dubbo,AU,-32.25,148.6167,64.53,77,100,11.5,overcast clouds
Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.35,87,88,11.23,overcast clouds
Bocanda,CI,7.0626,-4.4995,71.19,99,80,3.85,broken clouds
Ancud,CL,-41.8697,-73.8203,48.02,86,95,10.89,light rain
Moyale,KE,3.5167,39.0584,64.4,88,18,9.71,light rain
Mount Isa,AU,-20.7333,139.5,89.37,35,0,8.05,clear sky
Aklavik,CA,68.2191,-135.0107,35.35,92,100,14.43,overcast clouds
Sur,OM,22.5667,59.5289,81.55,56,0,3.74,clear sky
Sembe,CG,1.6481,14.5806,68.74,99,100,1.9,overcast clouds
Khuzdar,PK,27.7384,66.6434,68.34,56,0,3.24,clear sky
Constitucion,CL,-35.3333,-72.4167,49.17,87,75,5.66,broken clouds
Ranong,TH,9.9658,98.6348,80.53,88,100,3.18,overcast clouds
Hirara,JP,24.8,125.2833,84.06,78,40,17.27,scattered clouds
Vilhena,BR,-12.7406,-60.1458,70.07,88,13,2.48,few clouds
Verkhnetulomskiy,RU,68.6073,31.7962,39.33,81,100,11.74,overcast clouds
Sharkan,RU,57.2989,53.8712,44.24,97,100,7.58,light rain
Mandalgovi,MN,45.7625,106.2708,39.25,21,2,10.2,clear sky
Puerto Escondido,MX,15.85,-97.0667,80.37,78,17,6.17,few clouds
Guadalupe Y Calvo,MX,26.1,-106.9667,48.74,91,1,2.84,clear sky
Gamba,GA,-2.65,10.0,75.29,90,98,9.17,light rain
Poitiers,FR,46.5833,0.3333,59.23,59,100,4.61,overcast clouds
Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,76.5,79,3,3.11,clear sky
Ankpa,NG,7.3706,7.6253,70.34,97,100,3.8,overcast clouds
Victor Harbor,AU,-35.5667,138.6167,70.0,65,0,3.0,clear sky
Dhari,IN,21.3333,71.0167,75.16,75,100,8.68,overcast clouds
Nkayi,CG,-4.1841,13.2884,73.81,86,100,1.7,light rain
Lapua,FI,62.9693,23.0088,56.34,95,100,14.65,light rain
Altamirano,MX,16.8833,-92.15,56.08,99,76,0.6,broken clouds
Mukhtolovo,RU,55.4644,43.1953,45.52,93,100,6.62,overcast clouds
Berbera,SO,10.4396,45.0143,85.73,72,17,2.44,few clouds
Poum,NC,-20.2333,164.0167,75.07,59,96,9.28,overcast clouds
Hit,IQ,33.6416,42.8251,82.11,15,5,5.75,clear sky
Taoudenni,ML,22.6783,-3.9836,93.15,12,18,9.64,few clouds
Puerto Leguizamo,CO,-0.1934,-74.7819,80.56,68,77,1.81,broken clouds
Reporoa,NZ,-38.4333,176.35,51.44,54,98,6.58,overcast clouds
Lebyazhye,RU,55.2689,66.4947,45.81,36,100,7.11,overcast clouds
Malakal,SS,9.5334,31.6605,68.79,94,87,3.15,light rain
Jibuti,DJ,11.5,42.5,78.8,66,88,3.53,overcast clouds
Meulaboh,ID,4.1363,96.1285,77.4,86,88,2.48,overcast clouds
Coihaique,CL,-45.5752,-72.0662,44.55,76,100,4.61,light rain
Methoni,GR,36.8197,21.7049,58.86,54,79,8.48,broken clouds
Agadez,NE,19.75,10.25,79.75,26,4,12.41,clear sky
Say,NE,13.1007,2.3689,79.36,64,23,8.63,few clouds
Noshiro,JP,40.2039,140.0242,54.43,50,100,7.99,overcast clouds
Baft,IR,29.234,56.6057,54.93,26,0,6.51,clear sky
Lampang,TH,18.3333,99.5,82.27,77,75,0.0,broken clouds
Tymovskoye,RU,50.8456,142.655,40.05,51,93,11.45,overcast clouds
Milyutinskaya,RU,48.6279,41.6679,47.44,81,44,6.46,scattered clouds
Hofn,IS,64.2539,-15.2082,42.33,57,42,10.87,scattered clouds
Tuatapere,NZ,-46.1333,167.6833,45.73,75,96,14.9,overcast clouds
Ahipara,NZ,-35.1667,173.1667,55.56,55,89,18.3,overcast clouds
Tigil,RU,57.8,158.6667,38.44,72,81,28.45,light rain
Price,US,39.5994,-110.8107,63.12,34,0,5.93,clear sky
Gobabis,NA,-22.45,18.9667,65.89,9,0,10.18,clear sky
Zambezi,ZM,-13.5432,23.1047,65.8,28,63,6.38,broken clouds
Makakilo City,US,21.3469,-158.0858,82.15,67,100,5.75,overcast clouds
Akhmim,EG,26.5622,31.745,77.2,38,2,12.33,clear sky
Rincon,US,32.296,-81.2354,66.85,92,60,3.36,broken clouds
Antsohihy,MG,-14.8796,47.9875,66.16,82,0,4.45,clear sky
Bobcaygeon,CA,44.5462,-78.542,60.89,75,84,4.63,broken clouds
Chuy,UY,-33.6971,-53.4616,59.14,82,100,11.99,overcast clouds
Longyearbyen,SJ,78.2186,15.6401,39.04,75,40,5.75,scattered clouds
Aykhal,RU,66.0,111.5,19.96,94,79,8.48,broken clouds
Castelo Do Piaui,BR,-5.3222,-41.5525,77.27,34,0,4.68,clear sky
Beaufort,MY,5.3473,115.7455,87.44,61,75,0.22,broken clouds
Merauke,ID,-8.4667,140.3333,84.74,73,92,11.77,overcast clouds
Harper,LR,4.375,-7.7169,75.85,91,100,4.68,light rain
Umm Lajj,SA,25.0213,37.2685,84.02,54,0,9.8,clear sky
Alekseyevsk,RU,57.8406,108.3492,33.13,54,94,5.35,overcast clouds
Menongue,AO,-14.6585,17.691,62.29,30,85,5.17,overcast clouds
Omsukchan,RU,62.5333,155.8,15.55,79,100,8.59,overcast clouds
Ladario,BR,-19.0047,-57.6017,81.88,52,49,3.67,scattered clouds
Vuktyl,RU,63.8567,57.3094,41.76,94,100,8.1,overcast clouds
Imbituba,BR,-28.24,-48.6703,63.32,91,100,10.78,overcast clouds
Sault Sainte Marie,CA,46.5168,-84.3333,59.29,77,0,3.44,clear sky
Broome,US,42.2506,-75.833,53.65,78,0,2.53,clear sky
Radom,PL,51.4025,21.1471,53.28,80,18,7.0,few clouds
Khor,RU,47.8861,134.9464,43.88,40,4,18.34,clear sky
Srednekolymsk,RU,67.45,153.6833,23.07,93,100,25.99,snow
Jacareacanga,BR,-6.2222,-57.7528,78.87,55,55,1.72,broken clouds
Cap-Aux-Meules,CA,47.3821,-61.8597,53.65,94,20,6.91,few clouds
Rio Hato,PA,8.3833,-80.1667,79.79,86,100,6.29,overcast clouds
Sumter,US,28.7086,-82.0831,71.1,77,0,5.21,clear sky
Luxor,EG,25.6989,32.6421,80.65,41,0,2.3,clear sky
Skjervoy,NO,70.0311,20.9714,44.6,82,100,19.53,overcast clouds
North Bend,US,43.4065,-124.2243,61.92,100,100,13.8,fog
Sigli,ID,5.3848,95.9609,80.94,75,92,2.33,overcast clouds
Bhinmal,IN,25.0,72.25,80.6,50,13,2.66,few clouds
Stornoway,GB,58.2093,-6.3865,50.94,88,75,16.11,broken clouds
Dingle,PH,10.9995,122.6711,85.75,73,63,10.2,broken clouds
Araguari,BR,-18.6472,-48.1872,66.49,71,68,3.38,light rain
Severo-Yeniseyskiy,RU,60.3725,93.0408,29.79,93,97,3.83,light snow
Dasoguz,TM,41.8363,59.9666,48.15,34,0,6.91,clear sky
Juba,SS,4.8517,31.5825,67.86,95,61,0.72,broken clouds
Arco,IT,45.9177,10.8867,60.4,100,15,3.6,few clouds
Port Hardy,CA,50.6996,-127.4199,64.58,72,20,12.66,few clouds
Oktyabrskiy,RU,54.4815,53.471,48.45,65,100,10.67,overcast clouds
Egvekinot,RU,66.3167,-179.1667,35.46,100,100,8.59,moderate rain
Dalen,NL,52.6992,6.7556,56.03,86,4,10.0,clear sky
Kloulklubed,PW,7.0419,134.2556,86.5,72,14,9.04,few clouds
Bernalillo,US,35.05,-106.6673,58.53,85,100,4.61,overcast clouds
Uruzgan,AF,32.8333,66.0,54.18,13,0,8.61,clear sky
Camopi,GF,3.1655,-52.3158,72.84,88,16,3.13,few clouds
Qui Nhon,VN,13.7667,109.2333,81.39,80,95,6.4,overcast clouds
Okha,RU,53.5739,142.9478,36.9,71,95,20.8,light rain
Byron Bay,AU,-28.65,153.6167,67.96,89,100,2.26,overcast clouds
Sassandra,CI,4.95,-6.0833,73.53,96,50,4.09,light rain
Canberra,AU,-35.2835,149.1281,55.69,97,100,2.3,light intensity shower rain
Husavik,IS,66.0449,-17.3389,36.14,98,100,25.12,overcast clouds
Ust-Kuyga,RU,70.0167,135.6,26.29,93,100,26.46,light snow
Zabaykalsk,RU,49.6333,117.3167,36.03,42,9,7.25,clear sky
Mackay,AU,-21.15,149.2,77.68,73,71,14.9,broken clouds
Novobirilyussy,RU,56.9514,90.6661,33.91,99,100,5.48,light snow
Penzance,GB,50.1186,-5.5371,54.28,70,0,16.35,clear sky
Xam Nua,LA,20.4197,104.0439,71.11,87,64,2.62,broken clouds
Bhikangaon,IN,21.8667,75.95,76.42,88,100,2.13,overcast clouds
Manzil Salim,TN,35.8567,8.4765,68.27,66,2,4.03,clear sky
Iqaluit,CA,63.7506,-68.5145,31.73,100,100,6.91,light snow
Garowe,SO,8.4054,48.4845,75.07,69,99,15.52,overcast clouds
Maniitsoq,GL,65.4167,-52.9,32.52,67,89,11.95,overcast clouds
Jhanjharpur,IN,26.2667,86.2833,75.6,90,92,9.89,overcast clouds
Baykit,RU,61.67,96.37,32.56,88,86,3.22,overcast clouds
Hobyo,SO,5.3505,48.5268,76.73,87,64,16.04,broken clouds
Kasongo-Lunda,CD,-6.4667,16.8167,67.86,95,80,0.94,broken clouds
Skegness,GB,53.1436,0.3363,51.06,77,0,21.23,clear sky
Ewo,CG,-0.8725,14.8206,72.28,91,100,4.43,overcast clouds
Senno,RU,59.5336,33.9167,43.27,98,41,5.03,scattered clouds
Zaranj,AF,30.9667,61.8833,65.71,12,0,16.6,clear sky
Mamallapuram,IN,12.6264,80.1722,77.05,79,99,12.93,heavy intensity rain
Baghdad,IQ,33.3406,44.4009,75.11,35,0,3.44,clear sky
Zalantun,CN,48.0,122.7167,43.14,32,0,13.09,clear sky
Bima,ID,-8.4667,118.7167,90.5,55,97,4.56,overcast clouds
Manicaragua,CU,22.1494,-79.9736,75.65,91,18,1.97,few clouds
Souillac,MU,-20.5167,57.5167,71.98,73,75,10.36,broken clouds
Synya,RU,65.3718,58.0387,40.96,96,100,7.36,light rain
Fort Nelson,CA,58.8053,-122.7002,44.19,70,20,9.22,few clouds
Port-Gentil,GA,-0.7193,8.7815,77.32,83,100,13.31,overcast clouds
Iquique,CL,-20.2208,-70.1431,59.04,79,41,5.08,scattered clouds
Lohja,FI,60.2486,24.0653,55.18,100,100,12.3,overcast clouds
Beringovskiy,RU,63.05,179.3167,42.69,79,40,29.28,scattered clouds
Cap-Haitien,HT,19.7578,-72.2042,82.83,76,75,12.62,broken clouds
Tecolutla,MX,20.4833,-97.0167,77.14,78,87,5.26,overcast clouds
Kavaratti,IN,10.5669,72.642,81.46,76,100,15.43,overcast clouds
Bathsheba,BB,13.2167,-59.5167,81.21,83,75,16.11,broken clouds
Morgan City,US,29.6994,-91.2068,71.01,88,0,3.44,clear sky
Mago,RU,53.2514,140.1822,39.06,45,100,14.16,overcast clouds
Garbolovo,RU,60.3413,30.4955,48.11,98,100,8.37,overcast clouds
Edd,ER,13.9297,41.6925,87.13,68,79,0.92,broken clouds
Wanning,CN,18.8003,110.3967,81.99,83,10,8.52,clear sky
Nokaneng,BW,-19.6667,22.2667,71.06,25,10,5.1,clear sky
La Ronge,CA,55.1001,-105.2842,35.85,51,20,6.91,few clouds
Chiredzi,ZW,-21.05,31.6667,67.82,79,0,3.58,clear sky
Kindu,CD,-2.95,25.95,68.68,95,100,1.74,overcast clouds
Tabuk,PH,17.4189,121.4443,83.48,74,98,3.47,overcast clouds
Karatau,KZ,43.1667,70.4667,43.43,39,0,2.84,clear sky
Kupang,ID,-10.1667,123.5833,90.18,58,20,12.66,few clouds
Ritchie,ZA,-29.038,24.6028,65.41,14,85,4.21,overcast clouds
Konstantinovka,RU,49.6167,127.9833,45.68,27,7,10.16,clear sky
Nuevitas,CU,21.5453,-77.2644,77.86,74,39,4.47,scattered clouds
Evanston,US,42.0411,-87.6901,66.96,51,100,4.68,overcast clouds
Ostrovnoy,RU,68.0531,39.5131,46.02,82,88,17.58,overcast clouds
Mercedes,AR,-34.6515,-59.4307,63.79,62,100,8.03,light rain
Nago,JP,26.5881,127.9761,84.45,67,37,9.06,scattered clouds
Kabare,CD,-2.4683,28.8242,61.3,83,100,1.79,overcast clouds
Mayo,US,38.8876,-76.5119,60.58,94,99,1.01,overcast clouds
Dandong,CN,40.1292,124.3947,52.12,43,100,10.54,overcast clouds
Newport,GB,51.5877,-2.9984,56.44,80,0,10.0,clear sky
Takoradi,GH,4.8845,-1.7554,74.93,93,55,8.01,broken clouds
Bonavista,CA,48.6499,-53.1147,53.17,78,100,10.83,overcast clouds
San Rafael,AR,-34.6177,-68.3301,55.74,53,14,8.46,few clouds
Makueni,KE,-1.8041,37.6203,63.03,85,100,5.79,light rain
Cerritos,US,33.8583,-118.0648,80.87,82,5,5.01,clear sky
Angoche,MZ,-16.2325,39.9086,71.06,84,0,5.3,clear sky
Dezful,IR,32.3811,48.4058,85.24,11,3,7.11,clear sky
Rabo De Peixe,PT,37.8,-25.5833,69.31,93,20,6.91,few clouds
Fuerte Olimpo,PY,-21.0415,-57.8738,82.81,54,75,6.73,broken clouds
Sao Paulo De Olivenca,BR,-3.3783,-68.8725,77.81,72,4,2.21,clear sky
Queanbeyan,AU,-35.35,149.2333,55.62,96,100,2.3,light intensity shower rain
Billings,US,45.7833,-108.5007,73.17,50,40,1.01,scattered clouds
Sao Joao Da Barra,BR,-21.6403,-41.0511,70.83,87,78,9.15,broken clouds
Aktash,RU,50.3,87.7333,31.55,68,96,5.26,overcast clouds
Lewiston,US,44.1003,-70.2148,58.69,96,100,3.65,light rain
Mana,GF,5.6592,-53.7767,78.85,85,7,10.11,clear sky
Hwange,ZW,-18.3693,26.5019,72.7,31,0,4.21,clear sky
Chimbote,PE,-9.0853,-78.5783,60.33,84,59,10.51,broken clouds
Sobolevo,RU,54.4299,31.8996,44.89,97,82,6.29,broken clouds
Nouadhibou,MR,20.931,-17.0347,82.38,47,66,19.57,broken clouds
Hajnowka,PL,52.7433,23.5812,46.8,84,63,8.43,broken clouds
Tabat,ID,-2.635,115.2274,79.7,83,89,4.61,overcast clouds
Wadi Maliz,TN,36.4681,8.5495,65.86,72,0,1.95,clear sky
Santo Tomas,PH,14.1079,121.1414,87.57,64,79,8.01,broken clouds
Kyra,RU,49.5776,111.9753,34.7,47,14,2.59,few clouds
Lata,PT,40.1629,-8.3327,63.81,81,28,2.51,scattered clouds
Tecoanapa,MX,16.5167,-98.75,79.75,80,6,5.17,clear sky
Zhuhai,CN,22.2769,113.5678,89.85,79,40,10.36,scattered clouds
Kedrovyy,RU,56.1667,91.8167,30.87,99,100,6.6,snow
Jurm,AF,36.8648,70.8342,49.89,50,3,0.36,clear sky
Gryazi,RU,52.4966,39.9359,45.82,89,99,10.22,overcast clouds
Tutoia,BR,-2.7619,-42.2744,78.71,84,8,14.79,clear sky
Champerico,GT,14.3,-91.9167,80.98,76,100,3.11,overcast clouds
Christchurch,NZ,-43.5333,172.6333,50.92,42,40,24.16,scattered clouds
Jalu,LY,29.0331,21.5482,70.83,50,8,10.2,clear sky
Saskylakh,RU,71.9167,114.0833,10.35,96,94,5.5,overcast clouds
Praia Da Vitoria,PT,38.7333,-27.0667,68.76,94,75,15.73,broken clouds
Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.78,89,7,7.76,clear sky
Victoria,HK,22.2855,114.1577,87.85,71,51,11.01,broken clouds
Vagay,RU,57.9375,69.0217,41.7,63,100,3.98,overcast clouds
Kholodnyy,RU,62.7167,147.95,19.09,72,100,7.02,overcast clouds
Lastoursville,GA,-0.8143,12.7287,70.72,100,100,2.08,light rain
Maryville,US,35.7565,-83.9705,61.09,72,5,3.44,clear sky
Sovetskaya Gavan,RU,48.9723,140.2878,44.69,33,5,11.9,clear sky
Lewisporte,CA,49.2499,-55.0482,55.11,77,88,5.23,overcast clouds
Ananas,HT,19.2466,-71.9557,71.91,94,78,4.14,broken clouds
Tabou,CI,4.423,-7.3528,75.2,92,100,3.67,light rain
Moerai,PF,-22.4333,-151.3333,72.36,69,34,16.91,scattered clouds
Dryden,CA,49.7833,-92.7503,48.49,100,75,8.05,broken clouds
Thanh Hoa,VN,19.8,105.7667,81.57,82,89,5.1,overcast clouds
Bougouni,ML,11.417,-7.479,70.2,94,100,3.56,overcast clouds
Aksha,RU,50.2814,113.2867,35.15,52,15,4.92,few clouds
Sarakhs,IR,36.5449,61.1577,51.75,18,0,3.47,clear sky
Natal,BR,-5.795,-35.2094,79.02,89,75,4.61,broken clouds
Dunedin,NZ,-45.8742,170.5036,41.05,85,100,23.29,overcast clouds
Antofagasta,CL,-23.65,-70.4,58.28,60,0,9.15,clear sky
Kontagora,NG,10.3999,5.4695,72.84,86,100,2.3,light rain
La Peca,PE,-5.6111,-78.435,72.41,75,77,3.44,light rain
Sabha,LY,27.0377,14.4283,69.13,43,0,10.78,clear sky
Entre Rios,BR,-11.9419,-38.0844,68.74,98,14,3.18,few clouds
Launceston,AU,-41.45,147.1667,58.15,71,75,16.11,broken clouds
Tombouctou,ML,20.0,-3.0,92.03,19,83,2.21,broken clouds
Georgiyevka,KZ,43.0369,74.7114,41.04,87,0,6.71,clear sky
Burnie,AU,-41.0667,145.9167,52.95,89,100,21.3,light rain
Guerrero Negro,MX,27.9769,-114.0611,70.59,78,0,11.9,clear sky
Snasa,NO,64.2457,12.3778,44.67,90,52,7.54,broken clouds
Zemio,CF,5.0314,25.1361,67.87,99,100,2.59,moderate rain
Henties Bay,NA,-22.116,14.2845,54.59,92,61,10.89,broken clouds
Lodja,CD,-3.4833,23.4333,68.14,99,100,2.98,overcast clouds
Belyy Yar,RU,53.6039,91.3903,39.09,81,0,4.47,clear sky
San Isidro,PE,-12.1167,-77.05,61.02,81,100,11.5,overcast clouds
Lac Du Bonnet,CA,50.2536,-96.0612,39.61,70,99,15.32,overcast clouds
Atikokan,CA,48.7555,-91.6216,50.14,88,100,8.16,overcast clouds
Gravdal,NO,68.1214,13.5031,47.61,86,100,31.14,overcast clouds
Sorada,IN,19.75,84.4333,76.86,94,91,2.46,overcast clouds
Sinnamary,GF,5.3833,-52.95,78.57,87,3,9.62,clear sky
The Valley,AI,18.217,-63.0578,82.81,77,7,20.4,clear sky
Bud,US,39.447,-86.1758,57.9,80,26,4.32,scattered clouds
Stanislav,UA,46.5691,32.1478,56.73,59,100,2.89,overcast clouds
Tukrah,LY,32.5341,20.5791,71.04,63,0,13.8,clear sky
Ormond Beach,US,29.2858,-81.0559,73.02,79,0,1.01,clear sky
Pochutla,MX,15.7432,-96.4661,74.66,86,23,3.91,few clouds
Muzhi,RU,65.3667,64.6667,40.51,98,100,8.99,light rain
Arrifes,PT,37.7667,-25.7,68.25,83,20,6.91,few clouds
Cam Ranh,VN,11.9214,109.1591,84.16,79,40,3.44,scattered clouds
Nome,US,64.5011,-165.4064,41.16,84,100,14.85,overcast clouds
Nyurba,RU,63.2842,118.3319,29.41,86,100,10.16,overcast clouds
Izazi,TZ,-7.2,35.7333,66.33,57,20,2.48,few clouds
Batemans Bay,AU,-35.7167,150.1833,59.09,95,100,11.86,light rain
